no,chapter,speaker,content,Additional Info
1153,9,Nick_narrator,"I saw that for some reason of his own he was determined not to come, so I stood up.",
1154,9,Nick_narrator,he inquired suddenly.,
1155,9,Nick_narrator,"For a moment I thought he was going to suggest a ""gonnegtion,"" but he only nodded and shook my hand.",
1156,9,Nick_narrator,he suggested.,
1157,9,Nick_narrator,When I left his office the sky had turned dark and I got back to West Egg in a drizzle. After changing my clothes I went next door and found Mr. Gatz walking up and down excitedly in the hall. His pride in his son and in his son’s possessions was continually increasing and now he had something to show me.,
1158,9,Nick_narrator,He took out his wallet with trembling fingers.,
1159,9,Nick_narrator,"It was a photograph of the house, cracked in the corners and dirty with many hands. He pointed out every detail to me eagerly.  and then sought admiration from my eyes. He had shown it so often that I think it was more real to him now than the house itself.",
1160,9,Nick_narrator,"He seemed reluctant to put away the picture, held it for another minute, lingeringly, before my eyes. Then he returned the wallet and pulled from his pocket a ragged old copy of a book called Hopalong Cassidy.",
1161,9,Nick_narrator,"He opened it at the back cover and turned it around for me to see. On the last flyleaf was printed the word schedule, and the date September 12, 1906. And underneath:",
1162,9,Nick_narrator,Rise from bed	6:00	a.m.,
1163,9,Nick_narrator,"Dumbell exercise and wall-scaling	6:15⁠–⁠6:30	""",
1164,9,Nick_narrator,"Study electricity, etc.	7:15⁠–⁠8:15	""",
1165,9,Nick_narrator,Work	8:30⁠–⁠4:30	p.m.,
1166,9,Nick_narrator,"Baseball and sports	4:30⁠–⁠5:00	""",
1167,9,Nick_narrator,"Practise elocution, poise and how to attain it	5:00⁠–⁠6:00	""",
1168,9,Nick_narrator,"Study needed inventions	7:00⁠–⁠9:00	""",
1169,9,Nick_narrator,General Resolves,
1170,9,Nick_narrator,"No wasting time at Shafters or [a name, indecipherable]",
1171,9,Nick_narrator,No more smokeing or chewing.,
1172,9,Nick_narrator,Bath every other day,
1173,9,Nick_narrator,Read one improving book or magazine per week,
1174,9,Nick_narrator,Save $5.00 [crossed out] $3.00 per week,
1175,9,Nick_narrator,Be better to parents,
1176,9,Nick_narrator,said the old man.,
1177,9,Nick_narrator,"He was reluctant to close the book, reading each item aloud and then looking eagerly at me. I think he rather expected me to copy down the list for my own use.",
1178,9,Nick_narrator,"A little before three the Lutheran minister arrived from Flushing, and I began to look involuntarily out the windows for other cars. So did Gatsby’s father. And as the time passed and the servants came in and stood waiting in the hall, his eyes began to blink anxiously, and he spoke of the rain in a worried, uncertain way. The minister glanced several times at his watch, so I took him aside and asked him to wait for half an hour. But it wasn’t any use. Nobody came.",
1179,9,Nick_narrator,"About five o’clock our procession of three cars reached the cemetery and stopped in a thick drizzle beside the gate—first a motor hearse, horribly black and wet, then Mr. Gatz and the minister and me in the limousine, and a little later four or five servants and the postman from West Egg, in Gatsby’s station wagon, all wet to the skin. As we started through the gate into the cemetery I heard a car stop and then the sound of someone splashing after us over the soggy ground. I looked around. It was the man with owl-eyed glasses whom I had found marvelling over Gatsby’s books in the library one night three months before.",
1180,9,Nick_narrator,"I’d never seen him since then. I don’t know how he knew about the funeral, or even his name. The rain poured down his thick glasses, and he took them off and wiped them to see the protecting canvas unrolled from Gatsby’s grave.",
1181,9,Nick_narrator,"I tried to think about Gatsby then for a moment, but he was already too far away, and I could only remember, without resentment, that Daisy hadn’t sent a message or a flower. Dimly I heard someone murmur  and then the owl-eyed man said  in a brave voice.",
1182,9,Nick_narrator,We straggled down quickly through the rain to the cars. Owl-eyes spoke to me by the gate.,
1183,9,Nick_narrator,he remarked.,
1184,9,Nick_narrator,He started.,
1185,9,Nick_narrator,"He took off his glasses and wiped them again, outside and in.",
1186,9,Nick_narrator,he said.,
1187,9,Nick_narrator,"One of my most vivid memories is of coming back West from prep school and later from college at Christmas time. Those who went farther than Chicago would gather in the old dim Union Station at six o’clock of a December evening, with a few Chicago friends, already caught up into their own holiday gaieties, to bid them a hasty goodbye. I remember the fur coats of the girls returning from Miss This-or-That’s and the chatter of frozen breath and the hands waving overhead as we caught sight of old acquaintances, and the matchings of invitations: ""Are you going to the Ordways’? the Herseys’? the Schultzes’?"" and the long green tickets clasped tight in our gloved hands. And last the murky yellow cars of the Chicago, Milwaukee and St. Paul railroad looking cheerful as Christmas itself on the tracks beside the gate.",
1188,9,Nick_narrator,"When we pulled out into the winter night and the real snow, our snow, began to stretch out beside us and twinkle against the windows, and the dim lights of small Wisconsin stations moved by, a sharp wild brace came suddenly into the air. We drew in deep breaths of it as we walked back from dinner through the cold vestibules, unutterably aware of our identity with this country for one strange hour, before we melted indistinguishably into it again.",
